"","ico","year","class_of_revenue","Revenue_CZK"
"573",300870,2007,"Kapitálové příjmy",3330210
"574",300870,2007,"Nedaňové příjmy",17980710
"575",301311,2007,"Daňové příjmy",217695010
"576",301311,2007,"Kapitálové příjmy",41866660
"577",301311,2007,"Nedaňové příjmy",37340510
"578",301493,2007,"Daňové příjmy",79120220
"579",301493,2007,"Kapitálové příjmy",10099300
"580",301493,2007,"Nedaňové příjmy",23526880
"581",301825,2007,"Daňové příjmy",539955470
"582",301825,2007,"Kapitálové příjmy",19615320
"583",301825,2007,"Nedaňové příjmy",97892020
"584",302724,2007,"Daňové příjmy",127697310
"585",302724,2007,"Kapitálové příjmy",9536690
"586",302724,2007,"Nedaňové příjmy",40048810
"587",303038,2007,"Daňové příjmy",91428850
"588",303038,2007,"Kapitálové příjmy",10691250
"589",303038,2007,"Nedaňové příjmy",11739310
"590",303461,2007,"Daňové příjmy",289461920
"591",303461,2007,"Kapitálové příjmy",143500
"592",303461,2007,"Nedaňové příjmy",30042560
"593",303640,2007,"Daňové příjmy",147845050
"594",303640,2007,"Kapitálové příjmy",98052340
"595",303640,2007,"Nedaňové příjmy",9101950
"596",304271,2007,"Daňové příjmy",169276690
"597",304271,2007,"Kapitálové příjmy",20573820
"598",304271,2007,"Nedaňové příjmy",27435280
"599",304387,2007,"Daňové příjmy",291158040
"600",304387,2007,"Kapitálové příjmy",54839620
"601",304387,2007,"Nedaňové příjmy",48419170
"602",304450,2007,"Daňové příjmy",290325390
"603",304450,2007,"Kapitálové příjmy",16577940
"604",304450,2007,"Nedaňové příjmy",77949180
"605",845451,2007,"Daňové příjmy",6524018490
"606",845451,2007,"Kapitálové příjmy",522155530
"607",845451,2007,"Nedaňové příjmy",1000660890
"608",44992785,2007,"Daňové příjmy",7769741190
"609",44992785,2007,"Kapitálové příjmy",342106360
"610",44992785,2007,"Nedaňové příjmy",856964100
"611",75370,2008,"Daňové příjmy",3740159310
"612",75370,2008,"Kapitálové příjmy",244560300
"613",75370,2008,"Nedaňové příjmy",825331450
"614",81531,2008,"Daňové příjmy",1198738090
"615",81531,2008,"Kapitálové příjmy",277000
"616",81531,2008,"Nedaňové příjmy",45768550
"617",231401,2008,"Daňové příjmy",222571630
"618",231401,2008,"Kapitálové příjmy",8596070
"619",231401,2008,"Nedaňové příjmy",142031450
"620",232947,2008,"Daňové příjmy",124323640
"621",232947,2008,"Kapitálové příjmy",3141560
"622",232947,2008,"Nedaňové příjmy",46135540
"623",232963,2008,"Daňové příjmy",56481760
"624",232963,2008,"Kapitálové příjmy",3654900
"625",232963,2008,"Nedaňové příjmy",26027910
"626",233129,2008,"Daňové příjmy",247697080
"627",233129,2008,"Kapitálové příjmy",66249760
"628",233129,2008,"Nedaňové příjmy",20177520
"629",233242,2008,"Daňové příjmy",87017610
"630",233242,2008,"Kapitálové příjmy",3932800
"631",233242,2008,"Nedaňové příjmy",5797510
"632",234516,2008,"Daňové příjmy",863120890
"633",234516,2008,"Kapitálové příjmy",189518150
"634",234516,2008,"Nedaňové příjmy",172428260
"635",234877,2008,"Daňové příjmy",175611870
"636",234877,2008,"Kapitálové příjmy",15622020
"637",234877,2008,"Nedaňové příjmy",12263460
"638",235334,2008,"Daňové příjmy",73232850
"639",235334,2008,"Kapitálové příjmy",6500000
"640",235334,2008,"Nedaňové příjmy",14831010
"641",235440,2008,"Daňové příjmy",404795540
"642",235440,2008,"Kapitálové příjmy",158266240
"643",235440,2008,"Nedaňové příjmy",198475530
"644",236021,2008,"Daňové příjmy",141399280
"645",236021,2008,"Kapitálové příjmy",93632740
"646",236021,2008,"Nedaňové příjmy",50343680
"647",236195,2008,"Daňové příjmy",260472450
"648",236195,2008,"Kapitálové příjmy",39063640
"649",236195,2008,"Nedaňové příjmy",88729090
"650",236977,2008,"Daňové příjmy",203922410
"651",236977,2008,"Kapitálové příjmy",16860
"652",236977,2008,"Nedaňové příjmy",36692720
"653",237051,2008,"Daňové příjmy",223085820
"654",237051,2008,"Kapitálové příjmy",21863350
"655",237051,2008,"Nedaňové příjmy",49633400
"656",237108,2008,"Daňové příjmy",171647450
"657",237108,2008,"Kapitálové příjmy",3217850
"658",237108,2008,"Nedaňové příjmy",11065580
"659",238295,2008,"Daňové příjmy",596833970
"660",238295,2008,"Kapitálové příjmy",59650720
"661",238295,2008,"Nedaňové příjmy",40041790
"662",238309,2008,"Daňové příjmy",89232460
"663",238309,2008,"Kapitálové příjmy",485900
"664",238309,2008,"Nedaňové příjmy",3579660
"665",239402,2008,"Daňové příjmy",90133790
"666",239402,2008,"Kapitálové příjmy",16496870
"667",239402,2008,"Nedaňové příjmy",7467720
"668",239500,2008,"Daňové příjmy",168261440
"669",239500,2008,"Kapitálové příjmy",33737710
"670",239500,2008,"Nedaňové příjmy",29895420
"671",239640,2008,"Daňové příjmy",155036470
"672",239640,2008,"Kapitálové příjmy",25673060
"673",239640,2008,"Nedaňové příjmy",25202930
"674",240079,2008,"Daňové příjmy",199147730
"675",240079,2008,"Kapitálové příjmy",45461200
"676",240079,2008,"Nedaňové příjmy",59036580
"677",240702,2008,"Daňové příjmy",160580330
"678",240702,2008,"Kapitálové příjmy",33192590
"679",240702,2008,"Nedaňové příjmy",50897100
"680",241121,2008,"Daňové příjmy",99499780
"681",241121,2008,"Kapitálové příjmy",10537730
"682",241121,2008,"Nedaňové příjmy",32085460
"683",242098,2008,"Daňové příjmy",88970230
"684",242098,2008,"Kapitálové příjmy",26026840
"685",242098,2008,"Nedaňové příjmy",13657360
"686",243132,2008,"Daňové příjmy",418716660
"687",243132,2008,"Kapitálové příjmy",59573180
"688",243132,2008,"Nedaňové příjmy",91912140
"689",243272,2008,"Daňové příjmy",81845680
"690",243272,2008,"Kapitálové příjmy",3001860
"691",243272,2008,"Nedaňové příjmy",33606390
"692",244309,2008,"Daňové příjmy",200289770
"693",244309,2008,"Kapitálové příjmy",12084020
"694",244309,2008,"Nedaňové příjmy",24558150
"695",244732,2008,"Daňové příjmy",1265082200
"696",244732,2008,"Kapitálové příjmy",33338630
"697",244732,2008,"Nedaňové příjmy",363836620
"698",245551,2008,"Daňové příjmy",50355890
"699",245551,2008,"Kapitálové příjmy",6646400
"700",245551,2008,"Nedaňové příjmy",19463230
"701",245585,2008,"Daňové příjmy",88361960
"702",245585,2008,"Kapitálové příjmy",33362920
"703",245585,2008,"Nedaňové příjmy",20370930
"704",245836,2008,"Daňové příjmy",168505470
"705",245836,2008,"Kapitálové příjmy",8437620
"706",245836,2008,"Nedaňové příjmy",48253920
"707",245941,2008,"Daňové příjmy",83150180
"708",245941,2008,"Kapitálové příjmy",16753310
"709",245941,2008,"Nedaňové příjmy",16382890
"710",246476,2008,"Daňové příjmy",91332700
"711",246476,2008,"Kapitálové příjmy",22400660
"712",246476,2008,"Nedaňové příjmy",20285150
"713",246875,2008,"Daňové příjmy",277371240
"714",246875,2008,"Kapitálové příjmy",19633200
"715",246875,2008,"Nedaňové příjmy",91476880
"716",247618,2008,"Daňové příjmy",127597530
"717",247618,2008,"Kapitálové příjmy",57084780
"718",247618,2008,"Nedaňové příjmy",100572730
"719",248266,2008,"Daňové příjmy",121961640
"720",248266,2008,"Kapitálové příjmy",7123530
"721",248266,2008,"Nedaňové příjmy",35102960
"722",248789,2008,"Daňové příjmy",60250050
"723",248789,2008,"Kapitálové příjmy",12911190
"724",248789,2008,"Nedaňové příjmy",20637890
"725",248801,2008,"Daňové příjmy",201965630
"726",248801,2008,"Kapitálové příjmy",24456730
"727",248801,2008,"Nedaňové příjmy",100729350
"728",249831,2008,"Daňové příjmy",96207840
"729",249831,2008,"Kapitálové příjmy",40100
"730",249831,2008,"Nedaňové příjmy",9635670
"731",249998,2008,"Daňové příjmy",398290680
"732",249998,2008,"Kapitálové příjmy",218998270
"733",249998,2008,"Nedaňové příjmy",189927210
"734",250627,2008,"Daňové příjmy",144492720
"735",250627,2008,"Kapitálové příjmy",14869270
"736",250627,2008,"Nedaňové příjmy",42742860
"737",250805,2008,"Daňové příjmy",93395210
"738",250805,2008,"Kapitálové příjmy",35914950
"739",250805,2008,"Nedaňové příjmy",24078060
"740",250996,2008,"Daňové příjmy",73452160
"741",250996,2008,"Kapitálové příjmy",46690
"742",250996,2008,"Nedaňové příjmy",13895770
"743",251810,2008,"Daňové příjmy",282876510
"744",251810,2008,"Kapitálové příjmy",39681760
"745",251810,2008,"Nedaňové příjmy",73183100
"746",251984,2008,"Daňové příjmy",78654070
"747",251984,2008,"Kapitálové příjmy",5842270
"748",251984,2008,"Nedaňové příjmy",13820750
"749",252921,2008,"Daňové příjmy",77256810
"750",252921,2008,"Kapitálové příjmy",16424970
"751",252921,2008,"Nedaňové příjmy",18317950
"752",253014,2008,"Daňové příjmy",462912110
"753",253014,2008,"Kapitálové příjmy",101650910
"754",253014,2008,"Nedaňové příjmy",196383840
"755",253316,2008,"Daňové příjmy",149609750
"756",253316,2008,"Kapitálové příjmy",8997260
"757",253316,2008,"Nedaňové příjmy",48856030
"758",253383,2008,"Daňové příjmy",61942140
"759",253383,2008,"Kapitálové příjmy",7672020
"760",253383,2008,"Nedaňové příjmy",7524390
"761",253901,2008,"Daňové příjmy",144151920
"762",253901,2008,"Kapitálové příjmy",42414680
"763",253901,2008,"Nedaňové příjmy",24746620
"764",253979,2008,"Daňové příjmy",412258980
"765",253979,2008,"Kapitálové příjmy",82400730
"766",253979,2008,"Nedaňové příjmy",132393300
"767",254061,2008,"Daňové příjmy",187633040
"768",254061,2008,"Kapitálové příjmy",46457660
"769",254061,2008,"Nedaňové příjmy",53087980
"770",254657,2008,"Daňové příjmy",712286800
"771",254657,2008,"Kapitálové příjmy",2457740
"772",254657,2008,"Nedaňové příjmy",93819700
"773",254843,2008,"Daňové příjmy",191770890
"774",254843,2008,"Kapitálové příjmy",4737300
"775",254843,2008,"Nedaňové příjmy",88157130
"776",255513,2008,"Daňové příjmy",65735190
"777",255513,2008,"Kapitálové příjmy",10143160
"778",255513,2008,"Nedaňové příjmy",25228480
"779",255661,2008,"Daňové příjmy",254777940
"780",255661,2008,"Kapitálové příjmy",57484730
"781",255661,2008,"Nedaňové příjmy",64903740
"782",256129,2008,"Daňové příjmy",134793820
"783",256129,2008,"Kapitálové příjmy",7563660
"784",256129,2008,"Nedaňové příjmy",68453120
"785",256455,2008,"Daňové příjmy",42787370
"786",256455,2008,"Kapitálové příjmy",2215760
"787",256455,2008,"Nedaňové příjmy",7531880
"788",256986,2008,"Daňové příjmy",39988900
"789",256986,2008,"Kapitálové příjmy",1985260
"790",256986,2008,"Nedaňové příjmy",25510020
"791",257125,2008,"Daňové příjmy",70719010
"792",257125,2008,"Kapitálové příjmy",13075390
"793",257125,2008,"Nedaňové příjmy",22543990
"794",257265,2008,"Daňové příjmy",36918530
"795",257265,2008,"Kapitálové příjmy",4349990
"796",257265,2008,"Nedaňové příjmy",16322790
"797",257966,2008,"Daňové příjmy",40360780
"798",257966,2008,"Kapitálové příjmy",1690580
"799",257966,2008,"Nedaňové příjmy",8309180
"800",258199,2008,"Daňové příjmy",76199650
"801",258199,2008,"Kapitálové příjmy",12345710
"802",258199,2008,"Nedaňové příjmy",14783920
"803",259047,2008,"Daňové příjmy",188341320
"804",259047,2008,"Kapitálové příjmy",33197660
"805",259047,2008,"Nedaňové příjmy",52275740
"806",259438,2008,"Daňové příjmy",71953530
"807",259438,2008,"Kapitálové příjmy",5244210
"808",259438,2008,"Nedaňové příjmy",13871670
"809",259586,2008,"Daňové příjmy",267300510
"810",259586,2008,"Kapitálové příjmy",18654150
"811",259586,2008,"Nedaňové příjmy",126501350
"812",260177,2008,"Daňové příjmy",89254970
"813",260177,2008,"Kapitálové příjmy",12188970
"814",260177,2008,"Nedaňové příjmy",22255890
"815",260231,2008,"Daňové příjmy",142906320
"816",260231,2008,"Kapitálové příjmy",12392700
"817",260231,2008,"Nedaňové příjmy",30360420
"818",260428,2008,"Daňové příjmy",458218630
"819",260428,2008,"Kapitálové příjmy",106751280
"820",260428,2008,"Nedaňové příjmy",72222580
"821",260771,2008,"Daňové příjmy",137893630
"822",260771,2008,"Kapitálové příjmy",12006340
"823",260771,2008,"Nedaňové příjmy",9025240
"824",261238,2008,"Daňové příjmy",595690960
"825",261238,2008,"Kapitálové příjmy",223615560
"826",261238,2008,"Nedaňové příjmy",40097230
"827",261602,2008,"Daňové příjmy",118582900
"828",261602,2008,"Kapitálové příjmy",23719450
"829",261602,2008,"Nedaňové příjmy",25881180
"830",261718,2008,"Daňové příjmy",170494270
"831",261718,2008,"Kapitálové příjmy",23466500
"832",261718,2008,"Nedaňové příjmy",29130950
"833",261891,2008,"Daňové příjmy",601173630
"834",261891,2008,"Kapitálové příjmy",34286600
"835",261891,2008,"Nedaňové příjmy",80035350
"836",261912,2008,"Daňové příjmy",239604550
"837",261912,2008,"Kapitálové příjmy",20288230
"838",261912,2008,"Nedaňové příjmy",21503610
"839",262340,2008,"Daňové příjmy",523888430
"840",262340,2008,"Kapitálové příjmy",84304820
"841",262340,2008,"Nedaňové příjmy",156876430
"842",262587,2008,"Daňové příjmy",70379830
"843",262587,2008,"Kapitálové příjmy",5065380
"844",262587,2008,"Nedaňové příjmy",14528620
"845",262633,2008,"Daňové příjmy",64784630
"846",262633,2008,"Kapitálové příjmy",1503950
"847",262633,2008,"Nedaňové příjmy",26529370
"848",262781,2008,"Daňové příjmy",86403370
"849",262781,2008,"Kapitálové příjmy",4233660
"850",262781,2008,"Nedaňové příjmy",18274050
"851",262978,2008,"Daňové příjmy",1392164240
"852",262978,2008,"Kapitálové příjmy",299479040
"853",262978,2008,"Nedaňové příjmy",129135060
"854",263958,2008,"Daňové příjmy",288545940
"855",263958,2008,"Kapitálové příjmy",80630110
"856",263958,2008,"Nedaňové příjmy",38454660
"857",263991,2008,"Daňové příjmy",121720490
"858",263991,2008,"Kapitálové příjmy",23623000
"859",263991,2008,"Nedaňové příjmy",26491080
"860",264334,2008,"Daňové příjmy",141045080
"861",264334,2008,"Kapitálové příjmy",752850
"862",264334,2008,"Nedaňové příjmy",66700320
"863",265209,2008,"Daňové příjmy",200324870
"864",265209,2008,"Kapitálové příjmy",25967660
"865",265209,2008,"Nedaňové příjmy",54272220
"866",265365,2008,"Daňové příjmy",72060000
"867",265365,2008,"Kapitálové příjmy",43300550
"868",265365,2008,"Nedaňové příjmy",12194890
"869",265781,2008,"Daňové příjmy",228330450
"870",265781,2008,"Kapitálové příjmy",63626900
"871",265781,2008,"Nedaňové příjmy",33170610
"872",266027,2008,"Daňové příjmy",341064220
"873",266027,2008,"Kapitálové příjmy",28485010
"874",266027,2008,"Nedaňové příjmy",63453840
"875",266094,2008,"Daňové příjmy",815326140
"876",266094,2008,"Kapitálové příjmy",53966980
"877",266094,2008,"Nedaňové příjmy",101648320
"878",266230,2008,"Daňové příjmy",174775850
"879",266230,2008,"Kapitálové příjmy",24883780
"880",266230,2008,"Nedaňové příjmy",79867180
"881",266621,2008,"Daňové příjmy",632875900
"882",266621,2008,"Kapitálové příjmy",9000530
"883",266621,2008,"Nedaňové příjmy",76703420
"884",267449,2008,"Daňové příjmy",289194240
"885",267449,2008,"Kapitálové příjmy",165984880
"886",267449,2008,"Nedaňové příjmy",87512300
"887",267538,2008,"Daňové příjmy",104430210
"888",267538,2008,"Kapitálové příjmy",13102890
"889",267538,2008,"Nedaňové příjmy",12694050
"890",268321,2008,"Daňové příjmy",70151550
"891",268321,2008,"Kapitálové příjmy",1656730
"892",268321,2008,"Nedaňové příjmy",9764540
"893",268810,2008,"Daňové příjmy",1275070800
"894",268810,2008,"Kapitálové příjmy",146543920
"895",268810,2008,"Nedaňové příjmy",253351430
"896",269247,2008,"Daňové příjmy",78878070
"897",269247,2008,"Kapitálové příjmy",19923590
"898",269247,2008,"Nedaňové příjmy",26910960
"899",270059,2008,"Daňové příjmy",112100520
"900",270059,2008,"Kapitálové příjmy",12085890
"901",270059,2008,"Nedaňové příjmy",43834680
"902",270211,2008,"Daňové příjmy",270267500
"903",270211,2008,"Kapitálové příjmy",55367450
"904",270211,2008,"Nedaňové příjmy",52394160
"905",271560,2008,"Daňové příjmy",92125620
"906",271560,2008,"Kapitálové příjmy",39274770
"907",271560,2008,"Nedaňové příjmy",21225140
"908",271632,2008,"Daňové příjmy",229385280
"909",271632,2008,"Kapitálové příjmy",141211370
"910",271632,2008,"Nedaňové příjmy",42279740
"911",271888,2008,"Daňové příjmy",92022520
"912",271888,2008,"Kapitálové příjmy",52175140
"913",271888,2008,"Nedaňové příjmy",22946270
"914",272523,2008,"Daňové příjmy",81826920
"915",272523,2008,"Kapitálové příjmy",9754610
"916",272523,2008,"Nedaňové příjmy",35290290
"917",272728,2008,"Daňové příjmy",134898850
"918",272728,2008,"Kapitálové příjmy",20109220
