"year","ico","class_of_revenue","Revenue_CZK"
"2011","00232947","Daňové příjmy",110240265.6
"2011","00232947","Kapitálové příjmy",13032910
"2011","00232947","Nedaňové příjmy",47343015.47
"2011","00232963","Daňové příjmy",52750558.36
"2011","00232963","Kapitálové příjmy",1158838
"2011","00232963","Nedaňové příjmy",32186949.06
"2011","00233129","Daňové příjmy",195051330.14
"2011","00233129","Kapitálové příjmy",19205111
"2011","00233129","Nedaňové příjmy",21676775.04
"2011","00233242","Daňové příjmy",81048953.3
"2011","00233242","Kapitálové příjmy",6204526.5
"2011","00233242","Nedaňové příjmy",7776574.66
"2011","00234516","Daňové příjmy",815085239.84
"2011","00234516","Kapitálové příjmy",50898548
"2011","00234516","Nedaňové příjmy",178959719.16
"2011","00234877","Daňové příjmy",157806364.61
"2011","00234877","Kapitálové příjmy",10950559
"2011","00234877","Nedaňové příjmy",14361451.62
"2011","00235334","Daňové příjmy",66995757.31
"2011","00235334","Nedaňové příjmy",3049336.12
"2011","00235440","Daňové příjmy",357101381.76
"2011","00235440","Kapitálové příjmy",22663641.7
"2011","00235440","Nedaňové příjmy",225552548.13
"2011","00236021","Daňové příjmy",139746901.07
"2011","00236021","Kapitálové příjmy",48411242.81
"2011","00236021","Nedaňové příjmy",37506514.91
"2011","00236195","Daňové příjmy",225665220.24
"2011","00236195","Kapitálové příjmy",15275257
"2011","00236195","Nedaňové příjmy",80563606.92
"2011","00236977","Daňové příjmy",185875895.12
"2011","00236977","Kapitálové příjmy",210800
"2011","00236977","Nedaňové příjmy",32984280.17
"2011","00237051","Daňové příjmy",191064196.54
"2011","00237051","Kapitálové příjmy",86247627.09
"2011","00237051","Nedaňové příjmy",34248924.11
"2011","00237108","Daňové příjmy",149884704
"2011","00237108","Kapitálové příjmy",747586
"2011","00237108","Nedaňové příjmy",7277731.17
"2011","00238295","Daňové příjmy",497703275.22
"2011","00238295","Kapitálové příjmy",118176185
"2011","00238295","Nedaňové příjmy",43824405.1
"2011","00238309","Daňové příjmy",78293365.89
"2011","00238309","Kapitálové příjmy",6112490
"2011","00238309","Nedaňové příjmy",6597772.27
"2011","00239402","Daňové příjmy",83638996.2
"2011","00239402","Kapitálové příjmy",8267085
"2011","00239402","Nedaňové příjmy",8327620.87
"2011","00239500","Daňové příjmy",150257386.45
"2011","00239500","Kapitálové příjmy",7529570.91
"2011","00239500","Nedaňové příjmy",31563010.67
"2011","00239640","Daňové příjmy",154344008.77
"2011","00239640","Kapitálové příjmy",58936125
"2011","00239640","Nedaňové příjmy",24065710.37
"2011","00240079","Daňové příjmy",185633934.12
"2011","00240079","Kapitálové příjmy",37366430.91
"2011","00240079","Nedaňové příjmy",53855234.61
"2011","00240702","Daňové příjmy",164280544.66
"2011","00240702","Kapitálové příjmy",3242934
"2011","00240702","Nedaňové příjmy",51798611.85
"2011","00241121","Daňové příjmy",92988990.85
"2011","00241121","Kapitálové příjmy",10454838.4
"2011","00241121","Nedaňové příjmy",41916075.61
"2011","00242098","Daňové příjmy",80366240.01
"2011","00242098","Kapitálové příjmy",3992680
"2011","00242098","Nedaňové příjmy",17807713.95
"2011","00243132","Daňové příjmy",352819219.75
"2011","00243132","Kapitálové příjmy",16570852.91
"2011","00243132","Nedaňové příjmy",65203985.27
"2011","00243272","Daňové příjmy",77968287.45
"2011","00243272","Kapitálové příjmy",59654634.14
"2011","00243272","Nedaňové příjmy",34488387
"2011","00244309","Daňové příjmy",175752203.06
"2011","00244309","Kapitálové příjmy",9497436.13
"2011","00244309","Nedaňové příjmy",25360734.77
"2011","00244732","Daňové příjmy",1109641969.37
"2011","00244732","Kapitálové příjmy",33231668
"2011","00244732","Nedaňové příjmy",396925743.56
"2011","00245551","Daňové příjmy",46596944.19
"2011","00245551","Kapitálové příjmy",11880695.09
"2011","00245551","Nedaňové příjmy",20555311.25
"2011","00245585","Daňové příjmy",80759159.71
"2011","00245585","Kapitálové příjmy",11780809.38
"2011","00245585","Nedaňové příjmy",16774331.03
"2011","00245836","Daňové příjmy",156733769.09
"2011","00245836","Kapitálové příjmy",4603986
"2011","00245836","Nedaňové příjmy",61958941.68
"2011","00245941","Daňové příjmy",74806057.32
"2011","00245941","Kapitálové příjmy",1186359
"2011","00245941","Nedaňové příjmy",15924831.26
"2011","00246476","Daňové příjmy",82353680.57
"2011","00246476","Kapitálové příjmy",5767959.76
"2011","00246476","Nedaňové příjmy",16690806.54
"2011","00246875","Daňové příjmy",250009424.73
"2011","00246875","Kapitálové příjmy",5630516.46
"2011","00246875","Nedaňové příjmy",107628141.69
"2011","00247618","Daňové příjmy",116939310.07
"2011","00247618","Kapitálové příjmy",8351979
"2011","00247618","Nedaňové příjmy",109215787.24
"2011","00248266","Daňové příjmy",120083370.9
"2011","00248266","Kapitálové příjmy",11183331
"2011","00248266","Nedaňové příjmy",39437214.31
"2011","00248789","Daňové příjmy",54462599.4
"2011","00248789","Kapitálové příjmy",5656169
"2011","00248789","Nedaňové příjmy",31233342.75
"2011","00248801","Daňové příjmy",182392848.75
"2011","00248801","Kapitálové příjmy",13647429.04
"2011","00248801","Nedaňové příjmy",14112803.02
"2011","00249831","Daňové příjmy",85016044.04
"2011","00249831","Kapitálové příjmy",95850
"2011","00249831","Nedaňové příjmy",11293295.91
"2011","00249998","Daňové příjmy",317388749.58
"2011","00249998","Kapitálové příjmy",30896876.85
"2011","00249998","Nedaňové příjmy",184980264.86
"2011","00250627","Daňové příjmy",119544782.27
"2011","00250627","Kapitálové příjmy",4514127
"2011","00250627","Nedaňové příjmy",43434469.64
"2011","00250805","Daňové příjmy",81415124.68
"2011","00250805","Kapitálové příjmy",7902862
"2011","00250805","Nedaňové příjmy",29983671.76
"2011","00250996","Daňové příjmy",67612867.62
"2011","00250996","Kapitálové příjmy",223815
"2011","00250996","Nedaňové příjmy",18662314.19
"2011","00251810","Daňové příjmy",243437877.8
"2011","00251810","Kapitálové příjmy",19577299.2
"2011","00251810","Nedaňové příjmy",85074590.14
"2011","00251984","Daňové příjmy",71933228.9
"2011","00251984","Kapitálové příjmy",1298300
"2011","00251984","Nedaňové příjmy",18136987.61
"2011","00252921","Daňové příjmy",69561850.47
"2011","00252921","Kapitálové příjmy",15597037
"2011","00252921","Nedaňové příjmy",22927616.46
"2011","00253014","Daňové příjmy",424666265.52
"2011","00253014","Kapitálové příjmy",109140805.7
"2011","00253014","Nedaňové příjmy",238201076.35
"2011","00253316","Daňové příjmy",129959962.68
"2011","00253316","Kapitálové příjmy",225770363.42
"2011","00253316","Nedaňové příjmy",102252421.62
"2011","00253383","Daňové příjmy",58639951.28
"2011","00253383","Kapitálové příjmy",2084108
"2011","00253383","Nedaňové příjmy",9852568.44
"2011","00253901","Daňové příjmy",129856008.87
"2011","00253901","Kapitálové příjmy",13887397
"2011","00253901","Nedaňové příjmy",31268047.57
"2011","00253979","Daňové příjmy",384195242.46
"2011","00253979","Kapitálové příjmy",62905815.71
"2011","00253979","Nedaňové příjmy",138327315.38
"2011","00254061","Daňové příjmy",174555513.17
"2011","00254061","Kapitálové příjmy",52187875
"2011","00254061","Nedaňové příjmy",62053936
"2011","00254657","Daňové příjmy",654058884.21
"2011","00254657","Kapitálové příjmy",8123000
"2011","00254657","Nedaňové příjmy",81867858.88
"2011","00254843","Daňové příjmy",168821994.83
"2011","00254843","Kapitálové příjmy",8357949
"2011","00254843","Nedaňové příjmy",86465908.13
"2011","00255513","Daňové příjmy",63076206.78
"2011","00255513","Kapitálové příjmy",3785268
"2011","00255513","Nedaňové příjmy",23856671.08
"2011","00255661","Daňové příjmy",219845261.98
"2011","00255661","Kapitálové příjmy",22020815.31
"2011","00255661","Nedaňové příjmy",62934353.28
"2011","00256129","Daňové příjmy",121068374.71
"2011","00256129","Kapitálové příjmy",3215627
"2011","00256129","Nedaňové příjmy",33426000.02
"2011","00256455","Daňové příjmy",36762997.19
"2011","00256455","Kapitálové příjmy",3324797
"2011","00256455","Nedaňové příjmy",5507620.16
"2011","00256986","Daňové příjmy",36134679.2
"2011","00256986","Kapitálové příjmy",6856354
"2011","00256986","Nedaňové příjmy",23216126.79
"2011","00257125","Daňové příjmy",68819271.72
"2011","00257125","Kapitálové příjmy",4870470
"2011","00257125","Nedaňové příjmy",37580046.3
"2011","00257265","Daňové příjmy",34814321.78
"2011","00257265","Kapitálové příjmy",2404414.48
"2011","00257265","Nedaňové příjmy",15983508.86
"2011","00257966","Daňové příjmy",35339428.43
"2011","00257966","Kapitálové příjmy",489640
"2011","00257966","Nedaňové příjmy",12319307.9
"2011","00258199","Daňové příjmy",68089388.9
"2011","00258199","Kapitálové příjmy",744230
"2011","00258199","Nedaňové příjmy",13081110.55
"2011","00259047","Daňové příjmy",165047280.94
"2011","00259047","Kapitálové příjmy",15645936
"2011","00259047","Nedaňové příjmy",29733449.36
"2011","00259438","Daňové příjmy",64437740.03
"2011","00259438","Kapitálové příjmy",2532839
"2011","00259438","Nedaňové příjmy",17946672.93
"2011","00259586","Daňové příjmy",245145476.53
"2011","00259586","Kapitálové příjmy",11897719.5
"2011","00259586","Nedaňové příjmy",130505530.33
"2011","00260177","Daňové příjmy",88056791.57
"2011","00260177","Kapitálové příjmy",8546346.5
"2011","00260177","Nedaňové příjmy",19853731.37
"2011","00260231","Daňové příjmy",129239318.72
"2011","00260231","Kapitálové příjmy",18163665
"2011","00260231","Nedaňové příjmy",59676036.31
"2011","00260428","Daňové příjmy",406988711.96
"2011","00260428","Kapitálové příjmy",8164280.83
"2011","00260428","Nedaňové příjmy",52366766.79
"2011","00260771","Daňové příjmy",116724738.88
"2011","00260771","Kapitálové příjmy",3652217
"2011","00260771","Nedaňové příjmy",6401287.9
"2011","00261238","Daňové příjmy",546936955.85
"2011","00261238","Kapitálové příjmy",10533232
"2011","00261238","Nedaňové příjmy",26821682.11
"2011","00261602","Daňové příjmy",110649029.21
"2011","00261602","Kapitálové příjmy",7724820
"2011","00261602","Nedaňové příjmy",28434617.89
"2011","00261718","Daňové příjmy",153556374.37
"2011","00261718","Kapitálové příjmy",5619785
"2011","00261718","Nedaňové příjmy",34867348.97
"2011","00261891","Daňové příjmy",578992540.62
"2011","00261891","Kapitálové příjmy",50569366.65
"2011","00261891","Nedaňové příjmy",109028555.54
"2011","00261912","Daňové příjmy",253790722.75
"2011","00261912","Kapitálové příjmy",15489599
"2011","00261912","Nedaňové příjmy",16834299.21
"2011","00262340","Daňové příjmy",451711827.64
"2011","00262340","Kapitálové příjmy",18390656.05
"2011","00262340","Nedaňové příjmy",150001314.15
"2011","00262587","Daňové příjmy",61052408.57
"2011","00262587","Kapitálové příjmy",5175460
"2011","00262587","Nedaňové příjmy",26998456.5
"2011","00262633","Daňové příjmy",58014511.36
"2011","00262633","Kapitálové příjmy",93426
"2011","00262633","Nedaňové příjmy",34439583.93
"2011","00262781","Daňové příjmy",77856209.49
"2011","00262781","Kapitálové příjmy",9767775
"2011","00262781","Nedaňové příjmy",23894187.76
"2011","00262978","Daňové příjmy",1182052751.9
"2011","00262978","Kapitálové příjmy",2005069
"2011","00262978","Nedaňové příjmy",572227593.99
"2011","00263958","Daňové příjmy",262304641.67
"2011","00263958","Kapitálové příjmy",50852113.23
"2011","00263958","Nedaňové příjmy",39179049.12
"2011","00263991","Daňové příjmy",92910626.22
"2011","00263991","Kapitálové příjmy",9751809
"2011","00263991","Nedaňové příjmy",24599249.07
"2011","00264334","Daňové příjmy",134532502.37
"2011","00264334","Kapitálové příjmy",13281
"2011","00264334","Nedaňové příjmy",24786696.44
"2011","00265209","Daňové příjmy",185118208.73
"2011","00265209","Kapitálové příjmy",13740766
"2011","00265209","Nedaňové příjmy",35484796.58
"2011","00265365","Daňové příjmy",64999467.41
"2011","00265365","Kapitálové příjmy",4787108
"2011","00265365","Nedaňové příjmy",9053511.08
"2011","00265781","Daňové příjmy",188815220.11
"2011","00265781","Kapitálové příjmy",24331188
"2011","00265781","Nedaňové příjmy",33480230.71
"2011","00266027","Daňové příjmy",302072486.64
"2011","00266027","Kapitálové příjmy",8484172
"2011","00266027","Nedaňové příjmy",60294395.92
"2011","00266094","Daňové příjmy",725454962.25
"2011","00266094","Kapitálové příjmy",42216880.92
"2011","00266094","Nedaňové příjmy",72453199.69
"2011","00266230","Daňové příjmy",157054364.56
"2011","00266230","Kapitálové příjmy",4806461.6
"2011","00266230","Nedaňové příjmy",83164989.94
"2011","00266621","Daňové příjmy",644802469.06
"2011","00266621","Kapitálové příjmy",8220088
"2011","00266621","Nedaňové příjmy",104517829.61
"2011","00267449","Daňové příjmy",252633390.32
"2011","00267449","Kapitálové příjmy",25455732.5
"2011","00267449","Nedaňové příjmy",79357038.42
"2011","00267538","Daňové příjmy",89602708.74
"2011","00267538","Kapitálové příjmy",2064328
"2011","00267538","Nedaňové příjmy",9523314.06
"2011","00268321","Daňové příjmy",69979565.29
"2011","00268321","Kapitálové příjmy",6963727
"2011","00268321","Nedaňové příjmy",21320045.18
"2011","00268810","Daňové příjmy",1229563364.92
"2011","00268810","Kapitálové příjmy",209123351.35
"2011","00268810","Nedaňové příjmy",323771164.12
"2011","00269247","Daňové příjmy",67550881.82
"2011","00269247","Kapitálové příjmy",6299001.2
"2011","00269247","Nedaňové příjmy",32290346.56
"2011","00270059","Daňové příjmy",106546299.16
"2011","00270059","Kapitálové příjmy",13116313.2
"2011","00270059","Nedaňové příjmy",32190060.75
"2011","00270211","Daňové příjmy",236707211.15
