"ico","year","Class of revenue","Revenue_CZK"
"00295671","2009/12","Nedaňové příjmy",11453970
"00295841","2009/12","Daňové příjmy",242302180
"00295841","2009/12","Kapitálové příjmy",15623510
"00295841","2009/12","Nedaňové příjmy",85132710
"00295892","2009/12","Daňové příjmy",170755410
"00295892","2009/12","Kapitálové příjmy",71689470
"00295892","2009/12","Nedaňové příjmy",56297300
"00296139","2009/12","Daňové příjmy",233687140
"00296139","2009/12","Kapitálové příjmy",10907040
"00296139","2009/12","Nedaňové příjmy",87027700
"00296317","2009/12","Daňové příjmy",84090000
"00296317","2009/12","Kapitálové příjmy",10599180
"00296317","2009/12","Nedaňové příjmy",38881780
"00296643","2009/12","Daňové příjmy",666232700
"00296643","2009/12","Kapitálové příjmy",108912560
"00296643","2009/12","Nedaňové příjmy",174524520
"00296651","2009/12","Daňové příjmy",90944240
"00296651","2009/12","Kapitálové příjmy",3387900
"00296651","2009/12","Nedaňové příjmy",17180220
"00296759","2009/12","Daňové příjmy",46309560
"00296759","2009/12","Kapitálové příjmy",31342530
"00296759","2009/12","Nedaňové příjmy",15421920
"00297313","2009/12","Daňové příjmy",372716520
"00297313","2009/12","Kapitálové příjmy",38637540
"00297313","2009/12","Nedaňové příjmy",76274110
"00297437","2009/12","Daňové příjmy",230207850
"00297437","2009/12","Kapitálové příjmy",58574730
"00297437","2009/12","Nedaňové příjmy",51776020
"00297488","2009/12","Daňové příjmy",881830050
"00297488","2009/12","Kapitálové příjmy",39514530
"00297488","2009/12","Nedaňové příjmy",43641520
"00297534","2009/12","Daňové příjmy",657721980
"00297534","2009/12","Kapitálové příjmy",628491860
"00297534","2009/12","Nedaňové příjmy",279365040
"00297569","2009/12","Daňové příjmy",214555150
"00297569","2009/12","Kapitálové příjmy",19532720
"00297569","2009/12","Nedaňové příjmy",254659770
"00297577","2009/12","Daňové příjmy",301008390
"00297577","2009/12","Kapitálové příjmy",17798810
"00297577","2009/12","Nedaňové příjmy",69295230
"00297755","2009/12","Daňové příjmy",68796010
"00297755","2009/12","Kapitálové příjmy",5873120
"00297755","2009/12","Nedaňové příjmy",34501950
"00297852","2009/12","Daňové příjmy",103709080
"00297852","2009/12","Kapitálové příjmy",6437270
"00297852","2009/12","Nedaňové příjmy",48190710
"00298077","2009/12","Daňové příjmy",237869260
"00298077","2009/12","Kapitálové příjmy",2849540
"00298077","2009/12","Nedaňové příjmy",14733450
"00298212","2009/12","Daňové příjmy",248146410
"00298212","2009/12","Kapitálové příjmy",7671280
"00298212","2009/12","Nedaňové příjmy",79868300
"00298221","2009/12","Daňové příjmy",67331700
"00298221","2009/12","Kapitálové příjmy",4195020
"00298221","2009/12","Nedaňové příjmy",13090140
"00299138","2009/12","Daňové příjmy",100274450
"00299138","2009/12","Kapitálové příjmy",4082700
"00299138","2009/12","Nedaňové příjmy",32885190
"00299308","2009/12","Daňové příjmy",1188615440
"00299308","2009/12","Kapitálové příjmy",257260
"00299308","2009/12","Nedaňové příjmy",92519060
"00299529","2009/12","Daňové příjmy",129077250
"00299529","2009/12","Kapitálové příjmy",31252440
"00299529","2009/12","Nedaňové příjmy",18689020
"00299634","2009/12","Daňové příjmy",115183590
"00299634","2009/12","Kapitálové příjmy",26833600
"00299634","2009/12","Nedaňové příjmy",19650280
"00300063","2009/12","Daňové příjmy",129479390
"00300063","2009/12","Kapitálové příjmy",10432630
"00300063","2009/12","Nedaňové příjmy",26878550
"00300292","2009/12","Daňové příjmy",56156300
"00300292","2009/12","Kapitálové příjmy",4805940
"00300292","2009/12","Nedaňové příjmy",59744460
"00300535","2009/12","Daňové příjmy",673982410
"00300535","2009/12","Kapitálové příjmy",112313520
"00300535","2009/12","Nedaňové příjmy",131005660
"00300870","2009/12","Daňové příjmy",53886150
"00300870","2009/12","Kapitálové příjmy",3171530
"00300870","2009/12","Nedaňové příjmy",20453490
"00301311","2009/12","Daňové příjmy",204797700
"00301311","2009/12","Kapitálové příjmy",17313380
"00301311","2009/12","Nedaňové příjmy",29302420
"00301493","2009/12","Daňové příjmy",82376540
"00301493","2009/12","Kapitálové příjmy",22456690
"00301493","2009/12","Nedaňové příjmy",27831240
"00301825","2009/12","Daňové příjmy",498359780
"00301825","2009/12","Kapitálové příjmy",47033770
"00301825","2009/12","Nedaňové příjmy",123411480
"00302724","2009/12","Daňové příjmy",118400580
"00302724","2009/12","Kapitálové příjmy",4196340
"00302724","2009/12","Nedaňové příjmy",43676700
"00303038","2009/12","Daňové příjmy",93492530
"00303038","2009/12","Kapitálové příjmy",9487820
"00303038","2009/12","Nedaňové příjmy",12804170
"00303461","2009/12","Daňové příjmy",267602700
"00303461","2009/12","Kapitálové příjmy",64355950
"00303461","2009/12","Nedaňové příjmy",116972630
"00303640","2009/12","Daňové příjmy",127059680
"00303640","2009/12","Kapitálové příjmy",9510400
"00303640","2009/12","Nedaňové příjmy",11145860
"00304271","2009/12","Daňové příjmy",157683650
"00304271","2009/12","Kapitálové příjmy",2365610
"00304271","2009/12","Nedaňové příjmy",8168470
"00304387","2009/12","Daňové příjmy",269296040
"00304387","2009/12","Kapitálové příjmy",38520290
"00304387","2009/12","Nedaňové příjmy",74546170
"00304450","2009/12","Daňové příjmy",287921490
"00304450","2009/12","Kapitálové příjmy",37451310
"00304450","2009/12","Nedaňové příjmy",61429240
"00845451","2009/12","Daňové příjmy",5889728440
"00845451","2009/12","Kapitálové příjmy",343319540
"00845451","2009/12","Nedaňové příjmy",1224931910
"44992785","2009/12","Daňové příjmy",7063483730
"44992785","2009/12","Kapitálové příjmy",1077826530
"44992785","2009/12","Nedaňové příjmy",1140145780
