"","ico","year","Saldo_CZK"
"1001",297755,2011,3208995.81999999
"1002",297852,2011,62136771.23
"1003",298077,2011,-24301671.66
"1004",298212,2011,-27346264.97
"1005",298221,2011,393717.860000014
"1006",299138,2011,-49839837.6899999
"1007",299308,2011,-191554926.53
"1008",299529,2011,-24751957.5
"1009",299634,2011,-6271288.88
"1010",300063,2011,-27795009.85
"1011",300292,2011,8905301.38
"1012",300535,2011,-61627011.04
"1013",300870,2011,3449542.94
"1014",301311,2011,1047789.85000002
"1015",301493,2011,8148653.56999999
"1016",301825,2011,-58915129.1800001
"1017",302724,2011,41608401.9899999
"1018",303038,2011,26482825.18
"1019",303461,2011,-3912352.37000012
"1020",303640,2011,34369355.71
"1021",304271,2011,7290346.35000002
"1022",304387,2011,-3517432.52999997
"1023",304450,2011,-41324064.9000001
"1024",845451,2011,358574587.720001
"1025",44992785,2011,609503582.089996
"1026",75370,2012,418976812.099998
"1027",81531,2012,218635090.7
"1028",231401,2012,-1926370
"1029",232947,2012,19520339.8
"1030",232963,2012,9544034.38
"1031",233129,2012,-3129802.47000003
"1032",233242,2012,7709367.07999998
"1033",234516,2012,74403204.1399999
"1034",234877,2012,-18267220.1800001
"1035",235334,2012,-7822710.97
"1036",235440,2012,69355474.0800002
"1037",236021,2012,-25420466.8000001
"1038",236195,2012,24527993.2600001
"1039",236977,2012,20382827.97
"1040",237051,2012,31960040.3799999
"1041",237108,2012,2347520.45999992
"1042",238295,2012,85086216.5699999
"1043",238309,2012,-30878696.46
"1044",239402,2012,-26094641.72
"1045",239500,2012,11727555.11
"1046",239640,2012,32939244.02
"1047",240079,2012,-30899170.41
"1048",240702,2012,54533266.76
"1049",241121,2012,-10135386.22
"1050",242098,2012,-5131192.61000001
"1051",243132,2012,-8012579.19000006
"1052",243272,2012,17470866.64
"1053",244309,2012,11862032.88
"1054",244732,2012,204207457.860002
"1055",245551,2012,-14313151.35
"1056",245585,2012,5547609.90000004
"1057",245836,2012,21266730.86
"1058",245941,2012,6698343.08999999
"1059",246476,2012,-5205623.43000001
"1060",246875,2012,-5129731.72999978
"1061",247618,2012,-110181089.92
"1062",248266,2012,2173789.71999997
"1063",248789,2012,13822935.78
"1064",248801,2012,6925257.13000005
"1065",249831,2012,1292975.45999998
"1066",249998,2012,5409354.57999992
"1067",250627,2012,39071081.21
"1068",250805,2012,886886.579999983
"1069",250996,2012,-25148438.69
"1070",251810,2012,-49121660.78
"1071",251984,2012,-19792.7800000012
"1072",252921,2012,14574200.87
"1073",253014,2012,63247081.2599998
"1074",253316,2012,-30936819.5899999
"1075",253383,2012,1896350.55000001
"1076",253901,2012,16473776.72
"1077",253979,2012,-44581068.0799999
"1078",254061,2012,52280344.27
"1079",254657,2012,-135097055.75
"1080",254843,2012,-6988591.56999993
"1081",255513,2012,11590790.36
"1082",255661,2012,21831972.9499998
"1083",256129,2012,-23012830.7700001
"1084",256455,2012,-21153904.79
"1085",256986,2012,2199391.69000003
"1086",257125,2012,-8249834.73000002
"1087",257265,2012,6680695.22
"1088",257966,2012,2793848.91000001
"1089",258199,2012,7866170.41000003
"1090",259047,2012,67979670.0799999
"1091",259438,2012,9456691.03000003
"1092",259586,2012,17890368.36
"1093",260177,2012,-2507402.52999997
"1094",260231,2012,6357379.47000003
"1095",260428,2012,20300897.73
"1096",260771,2012,3249617.10000002
"1097",261238,2012,-19721609.51
"1098",261602,2012,1906246.14999998
"1099",261718,2012,16532827.1900001
"1100",261891,2012,-356202248.79
"1101",261912,2012,23892956.9200001
"1102",262340,2012,58644049.55
"1103",262587,2012,15062183.73
"1104",262633,2012,-1985099.87
"1105",262781,2012,3078326.75999999
"1106",262978,2012,-30554115.3399997
"1107",263958,2012,26870688.7299999
"1108",263991,2012,3072582.01000005
"1109",264334,2012,2926169.95000005
"1110",265209,2012,40815811.58
"1111",265365,2012,9998715.42999998
"1112",265781,2012,-48457099.88
"1113",266027,2012,58666475.61
"1114",266094,2012,136201409.65
"1115",266230,2012,-19261965.88
"1116",266621,2012,-5818019.14000034
"1117",267449,2012,17566449.9400001
"1118",267538,2012,-21012745.78
"1119",268321,2012,-2537141.00999999
"1120",268810,2012,134888662.38
"1121",269247,2012,6307311.97999999
"1122",270059,2012,-8226835.83999997
"1123",270211,2012,18487693.4
"1124",271560,2012,6585801.44
"1125",271632,2012,-952110.699999928
"1126",271888,2012,21328527.65
"1127",272523,2012,4721097.18000001
"1128",272728,2012,4804997.81
"1129",272868,2012,43443088.35
"1130",272876,2012,-4415785.47
"1131",273571,2012,15737832.35
"1132",274046,2012,3966754.38000011
"1133",274101,2012,4329269.60999995
"1134",274879,2012,11438327.06
"1135",274968,2012,-6624780.52000004
"1136",275336,2012,19125595.5
"1137",275808,2012,4153444.76000005
"1138",276111,2012,3014593.69999999
"1139",276227,2012,50708841.4300001
"1140",276944,2012,16985105.93
"1141",277037,2012,-48987357.28
"1142",277177,2012,2868006.27999997
"1143",277444,2012,23221971
"1144",277819,2012,-26302847.35
"1145",278360,2012,17045195.2399999
"1146",278475,2012,57931573.27
"1147",278653,2012,7650043.21999991
"1148",279072,2012,7766071.39
"1149",279102,2012,47483770.75
"1150",279676,2012,20399439.01
"1151",279773,2012,7198057.80000007
"1152",279846,2012,-3149230.12
"1153",279943,2012,-3505824.73000014
"1154",279978,2012,23847396.3
"1155",281859,2012,-27473738.45
"1156",281964,2012,29289556.79
"1157",282481,2012,10217137.12
"1158",282651,2012,9657618.44
"1159",282707,2012,24519699.33
"1160",282979,2012,7309480.49000001
"1161",283061,2012,39604499.64
"1162",283193,2012,-12391305.45
"1163",283347,2012,28195536.36
"1164",283509,2012,17353530.67
"1165",283924,2012,141035999.66
"1166",284165,2012,1325724.59999999
"1167",284301,2012,449007.730000019
"1168",284611,2012,6670032.44
"1169",284653,2012,-12758207.08
"1170",284891,2012,28287557.1500001
"1171",285030,2012,18711312.99
"1172",285455,2012,-10674649.1799999
"1173",286010,2012,-25478860.7000003
"1174",286745,2012,12046467.56
"1175",287113,2012,-12403837.71
"1176",287172,2012,-24533815.27
"1177",287351,2012,29516134.39
"1178",288365,2012,8443208.36
"1179",288659,2012,64810059.45
"1180",289931,2012,11918666.46
"1181",289965,2012,9026062.77
"1182",290629,2012,35874688.1099999
"1183",291463,2012,-1063756.54999995
"1184",291471,2012,-78606093.1300001
"1185",291676,2012,7339267.66
"1186",292311,2012,10353977.72
"1187",292427,2012,16701236.05
"1188",293199,2012,17135683.4
"1189",293881,2012,40036953.3499999
"1190",294136,2012,18550729.64
"1191",294900,2012,-3344532.83999997
"1192",295671,2012,-9504614.43000007
"1193",295841,2012,-71718301.26
"1194",295892,2012,21034848.45
"1195",296139,2012,18367071.9200001
"1196",296317,2012,-18207107.18
"1197",296643,2012,107032611.4
"1198",296651,2012,-7499166.61000001
"1199",296759,2012,6898378.74000001
"1200",297313,2012,128528796.85
"1201",297437,2012,72713975.6
"1202",297488,2012,-97406757.8099999
"1203",297534,2012,167305531.73
"1204",297569,2012,21442047.88
"1205",297577,2012,-29227018.3399999
"1206",297755,2012,9546005.28999996
"1207",297852,2012,2401788.94999999
"1208",298077,2012,-20950780.02
"1209",298212,2012,6410989.91000009
"1210",298221,2012,10406754.68
"1211",299138,2012,8451212.56
"1212",299308,2012,-210736941.5
"1213",299529,2012,31902507.07
"1214",299634,2012,19829947.13
"1215",300063,2012,41065473.19
"1216",300292,2012,17526637.81
"1217",300535,2012,-928553.869999886
"1218",300870,2012,-3387677.48999998
"1219",301311,2012,3822379.80999994
"1220",301493,2012,5240175.56999999
"1221",301825,2012,-14789504.4199998
"1222",302724,2012,37325905.05
"1223",303038,2012,-558173.589999974
"1224",303461,2012,70300570.6799999
"1225",303640,2012,26541443.3
"1226",304271,2012,19583191.85
"1227",304387,2012,21140996.47
"1228",304450,2012,37963284.6799998
"1229",845451,2012,-287138444.280003
"1230",44992785,2012,1314277641.00999
"1231",75370,2013,149843378.959999
"1232",81531,2013,202331687.59
"1233",231401,2013,34371046.8599999
"1234",232947,2013,-28527069.42
"1235",232963,2013,12628660.2
"1236",233129,2013,23421762.8799999
"1237",233242,2013,-1023618.06
"1238",234516,2013,13775583.5799999
"1239",234877,2013,41245017.39
"1240",235334,2013,-20208230.7
"1241",235440,2013,119818293.96
"1242",236021,2013,14984917.76
"1243",236195,2013,26237429.3900001
"1244",236977,2013,-79228172.88
"1245",237051,2013,19737845.66
"1246",237108,2013,23776569.9
"1247",238295,2013,53177154.0800002
"1248",238309,2013,23728025.17
"1249",239402,2013,21529819.06
"1250",239500,2013,40980404.1
"1251",239640,2013,-27367916.6800001
"1252",240079,2013,43138873.6800001
"1253",240702,2013,36436609.38
"1254",241121,2013,6740623.90000004
"1255",242098,2013,21577647.1
"1256",243132,2013,-6140755.99000001
"1257",243272,2013,5116934.44
"1258",244309,2013,32398362.28
"1259",244732,2013,161415140.36
"1260",245551,2013,10203717.74
"1261",245585,2013,27421178.86
"1262",245836,2013,26121765.39
"1263",245941,2013,11326124.02
"1264",246476,2013,26654861.89
"1265",246875,2013,41298544.0999999
"1266",247618,2013,34636277.5999999
"1267",248266,2013,3400209.25
"1268",248789,2013,10928366.94
"1269",248801,2013,14717350.62
"1270",249831,2013,17302572.64
"1271",249998,2013,33922791.5599999
"1272",250627,2013,2347913.58000004
"1273",250805,2013,29911216.77
"1274",250996,2013,-1643769.13999999
"1275",251810,2013,43672376.1199999
"1276",251984,2013,2627199.63999999
"1277",252921,2013,17830351.85
"1278",253014,2013,52608283.6400003
"1279",253316,2013,-28456904.08
"1280",253383,2013,14411978.42
"1281",253901,2013,34232630.41
"1282",253979,2013,39261237.1199999
"1283",254061,2013,43230662.3200001
"1284",254657,2013,192189966.01
"1285",254843,2013,7276488.26999998
"1286",255513,2013,16390105.6
"1287",255661,2013,65978832.23
"1288",256129,2013,48476696.9300001
"1289",256455,2013,14656660.07
"1290",256986,2013,13299029.68
"1291",257125,2013,25360030.42
"1292",257265,2013,10326773.31
"1293",257966,2013,-17932130.83
"1294",258199,2013,16193608.72
"1295",259047,2013,51859321.01
"1296",259438,2013,18226005.49
"1297",259586,2013,84650200.94
"1298",260177,2013,16172577.04
"1299",260231,2013,50454247.84
"1300",260428,2013,48662669.5900002
"1301",260771,2013,-202796.279999971
"1302",261238,2013,231981942.44
"1303",261602,2013,16111617.56
"1304",261718,2013,16427052.91
"1305",261891,2013,424023331.6
"1306",261912,2013,56545410.8900001
"1307",262340,2013,6549078.53999996
"1308",262587,2013,9474906.90000001
"1309",262633,2013,22189767.13
"1310",262781,2013,-2267877.93000001
"1311",262978,2013,126021098.05
"1312",263958,2013,9551134.56000006
"1313",263991,2013,-16741302.33
"1314",264334,2013,46552762.58
"1315",265209,2013,28865574.1700001
"1316",265365,2013,-1973775.06
"1317",265781,2013,24816388.9000001
"1318",266027,2013,30731780.96
"1319",266094,2013,12920253.46
"1320",266230,2013,-15851376.8000001
"1321",266621,2013,85782776.3000002
"1322",267449,2013,26765540.03
"1323",267538,2013,25528127.72
"1324",268321,2013,-4194362.04999995
"1325",268810,2013,-221613034.37
"1326",269247,2013,-23147039.55
"1327",270059,2013,38556771.89
"1328",270211,2013,15821832.4299999
"1329",271560,2013,29932998.08
"1330",271632,2013,32994683.53
"1331",271888,2013,12932478.2600001
"1332",272523,2013,11902667.06
"1333",272728,2013,16098282.04
"1334",272868,2013,15027598.72
"1335",272876,2013,17809738.4
"1336",273571,2013,16994447.8
"1337",274046,2013,92760708.1299996
"1338",274101,2013,-6666933.72999996
"1339",274879,2013,17406381.09
"1340",274968,2013,19193862.07
"1341",275336,2013,19785917.0300001
"1342",275808,2013,19860678.02
"1343",276111,2013,17386117.91
"1344",276227,2013,35690800.2199999
"1345",276944,2013,16204998.34
"1346",277037,2013,11835792.13
"1347",277177,2013,6085321.56999999
"1348",277444,2013,21161199.65
"1349",277819,2013,33680229.8100001
"1350",278360,2013,60598580.05
"1351",278475,2013,63921103.48
"1352",278653,2013,23186488.6899999
"1353",279072,2013,7887334.97
"1354",279102,2013,25911733.13
"1355",279676,2013,-83942.7799999714
"1356",279773,2013,17659286.86
"1357",279846,2013,26195339.76
"1358",279943,2013,41243762.3099999
"1359",279978,2013,28288601.91
"1360",281859,2013,-58816586.73
"1361",281964,2013,41182426.04
"1362",282481,2013,5919801.31
"1363",282651,2013,33764242.91
"1364",282707,2013,-669045.450000048
"1365",282979,2013,2908388.19
"1366",283061,2013,18048087.6600001
"1367",283193,2013,1490213.27000001
"1368",283347,2013,38972415.04
"1369",283509,2013,14281147.55
"1370",283924,2013,-63480062.3900003
"1371",284165,2013,10634313.98
"1372",284301,2013,9699939.73000002
"1373",284611,2013,-3054669.91999999
"1374",284653,2013,10044040.33
"1375",284891,2013,47703364.9100001
"1376",285030,2013,11326966.52
"1377",285455,2013,16081857.95
"1378",286010,2013,70107034.21
"1379",286745,2013,10330748.71
"1380",287113,2013,13795373.77
"1381",287172,2013,-12569182.31
"1382",287351,2013,63704384.05
"1383",288365,2013,8608671.32000001
"1384",288659,2013,3360609.69000006
"1385",289931,2013,-29674289.41
"1386",289965,2013,22454093.31
"1387",290629,2013,13830373.52
"1388",291463,2013,12150462.1
"1389",291471,2013,93361405.8600001
"1390",291676,2013,1088457.70000005
"1391",292311,2013,-706036.680000007
"1392",292427,2013,-66836100.5600001
"1393",293199,2013,233379.25
"1394",293881,2013,122464439.85
"1395",294136,2013,61584598.65
"1396",294900,2013,30737324.08
"1397",295671,2013,-1662729.95000005
"1398",295841,2013,3304800.44000006
"1399",295892,2013,14876123.58
"1400",296139,2013,35083933.0900002
"1401",296317,2013,-16690564.34
"1402",296643,2013,244193349.13
"1403",296651,2013,28294495.65
"1404",296759,2013,32243667.68
"1405",297313,2013,246495886.63
"1406",297437,2013,64756632.66
"1407",297488,2013,-164014364.91
"1408",297534,2013,392491707.19
"1409",297569,2013,47089195.1199999
"1410",297577,2013,14073355.27
"1411",297755,2013,12531923.84
"1412",297852,2013,12647130.46
"1413",298077,2013,-3735291.56
"1414",298212,2013,41581240.72
"1415",298221,2013,20490464.19
"1416",299138,2013,6041384.49000001
"1417",299308,2013,-214151036.17
"1418",299529,2013,27773117.98
"1419",299634,2013,-6928030.03000003
"1420",300063,2013,7384508.91000003
"1421",300292,2013,54244727.24
"1422",300535,2013,67029821.1299996
"1423",300870,2013,8415466.15000001
"1424",301311,2013,58050410.98
"1425",301493,2013,-7367416.24000001
"1426",301825,2013,81563749.8600001
"1427",302724,2013,-11071691.5600001
"1428",303038,2013,33263206.75
"1429",303461,2013,51540733.36
"1430",303640,2013,30547874.32
"1431",304271,2013,27949472.1299999
"1432",304387,2013,39702451.2399999
"1433",304450,2013,28696691.23
"1434",845451,2013,-234678284.209999
"1435",44992785,2013,1284013791.55
"1436",75370,2014,-439820242.41
"1437",81531,2014,98886109.1899996
"1438",231401,2014,13086021.22
"1439",232947,2014,-1531743.06999993
"1440",232963,2014,-9227700.56
"1441",233129,2014,-923871.24000001
"1442",233242,2014,8996000.69
"1443",234516,2014,2772333.92000008
"1444",234877,2014,24022750.37
"1445",235334,2014,10127050.96
"1446",235440,2014,74791128.4099998
"1447",236021,2014,22582687.54
"1448",236195,2014,-23315906.9400001
"1449",236977,2014,-29257646.2
"1450",237051,2014,-25284330.74
"1451",237108,2014,-18549242.22
"1452",238295,2014,-14272766.53
"1453",238309,2014,12068006.2
"1454",239402,2014,19612279.7
"1455",239500,2014,30277036.59
"1456",239640,2014,-76452550.54
"1457",240079,2014,19393900.4399999
"1458",240702,2014,33725241.65
"1459",241121,2014,38560870.24
"1460",242098,2014,22907691.48
"1461",243132,2014,-16725054.9100001
"1462",243272,2014,-65283206.59
"1463",244309,2014,17802487.39
"1464",244732,2014,-66786875.29
"1465",245551,2014,11555723.2
"1466",245585,2014,-66909224.62
"1467",245836,2014,10170060.5600001
"1468",245941,2014,-703106.76000002
"1469",246476,2014,-4418558.52000004
"1470",246875,2014,30097271.25
"1471",247618,2014,73574259.64
"1472",248266,2014,-11930269.12
"1473",248789,2014,14744242.63
"1474",248801,2014,-56024238.6899999
"1475",249831,2014,-19790943.94
"1476",249998,2014,51477697.6100001
"1477",250627,2014,14918886.54
"1478",250805,2014,-18447095.39
"1479",250996,2014,38494145.34
"1480",251810,2014,39837319.3599999
"1481",251984,2014,-2341662.13999999
"1482",252921,2014,11891454.66
"1483",253014,2014,-83375996.1300001
"1484",253316,2014,53895457.74
"1485",253383,2014,19546454.22
"1486",253901,2014,-17530017.47
"1487",253979,2014,61098828.7
"1488",254061,2014,1013875.24000001
"1489",254657,2014,37172057.78
"1490",254843,2014,-34265967.98
"1491",255513,2014,13051886.18
"1492",255661,2014,12418432.6000001
"1493",256129,2014,-66831813.0599999
"1494",256455,2014,2598832.13
"1495",256986,2014,4399306.24000001
"1496",257125,2014,14711285.85
"1497",257265,2014,8032847.01999998
"1498",257966,2014,6519484.69
"1499",258199,2014,11265363.78
"1500",259047,2014,14123107.3699999
"1501",259438,2014,1821272.98000002
"1502",259586,2014,-58094094.1600001
"1503",260177,2014,33705350.03
"1504",260231,2014,15093701.79
"1505",260428,2014,108120797.35
"1506",260771,2014,6006825.75999999
"1507",261238,2014,27124474.9100001
"1508",261602,2014,-15750600.9
"1509",261718,2014,21996498.3
"1510",261891,2014,88388954.3900003
"1511",261912,2014,-14934600.05
"1512",262340,2014,104450802.31
"1513",262587,2014,-10003038.89
"1514",262633,2014,-24055875.34
"1515",262781,2014,10265055.57
"1516",262978,2014,54363663.3499994
"1517",263958,2014,388440.960000038
"1518",263991,2014,-40345674.28
"1519",264334,2014,11278987.66
"1520",265209,2014,-7318746.63
"1521",265365,2014,480793.520000041
"1522",265781,2014,44108996.5599999
"1523",266027,2014,9332582.83999991
"1524",266094,2014,49636816.0300002
"1525",266230,2014,6960276.55000019
"1526",266621,2014,127054910.72
"1527",267449,2014,-38142624.48
"1528",267538,2014,3360393.64000005
"1529",268321,2014,31129681.95
"1530",268810,2014,-14528422.9500008
"1531",269247,2014,10498370.78
"1532",270059,2014,15467845.48
"1533",270211,2014,27824449.1899999
"1534",271560,2014,18970525.86
"1535",271632,2014,1140086.50999999
"1536",271888,2014,6544102.97
"1537",272523,2014,-6529206.26999998
"1538",272728,2014,14609297.88
"1539",272868,2014,-4104948.81000006
"1540",272876,2014,9366861.41
"1541",273571,2014,-27596051.64
"1542",274046,2014,930300.960000038
"1543",274101,2014,-3115051.98000002
"1544",274879,2014,-2401713.20999998
"1545",274968,2014,8403760.59000003
"1546",275336,2014,-4243485.18000001
"1547",275808,2014,12338087.78
"1548",276111,2014,6917112.87
"1549",276227,2014,39454037.75
"1550",276944,2014,19746163.0600001
"1551",277037,2014,2775528.97000003
"1552",277177,2014,12055021.02
"1553",277444,2014,19136048.55
"1554",277819,2014,15221389.45
"1555",278360,2014,70063379.6099999
"1556",278475,2014,21550522.92
"1557",278653,2014,15168151.74
"1558",279072,2014,9930278.48
"1559",279102,2014,-4594077.94
"1560",279676,2014,-2927465.73000002
"1561",279773,2014,-24610427.77
"1562",279846,2014,15456342.45
"1563",279943,2014,-7961078.14999986
"1564",279978,2014,30859392.8299999
"1565",281859,2014,25542847.12
"1566",281964,2014,20417100.49
"1567",282481,2014,13773020.74
"1568",282651,2014,-68030700.69
"1569",282707,2014,-23882878.95
"1570",282979,2014,9214103.97999996
"1571",283061,2014,-3657628.98000002
"1572",283193,2014,4957286.92000002
"1573",283347,2014,3149671.90000001
"1574",283509,2014,-20759104.7
"1575",283924,2014,9892233.86000013
"1576",284165,2014,15101120.3
"1577",284301,2014,12167262.29
"1578",284611,2014,10617258.34
"1579",284653,2014,14346110.54
"1580",284891,2014,83742094.26
"1581",285030,2014,-56212600.83
"1582",285455,2014,-8370335.21999991
"1583",286010,2014,178890896.59
"1584",286745,2014,-1796137.95000002
"1585",287113,2014,25817243.47
"1586",287172,2014,22674092.76
"1587",287351,2014,39220252.0099999
"1588",288365,2014,6255144.45
"1589",288659,2014,87689130.0799999
"1590",289931,2014,3805357.61999995
"1591",289965,2014,13266113.43
"1592",290629,2014,15741254.6000001
"1593",291463,2014,-36912001.12
"1594",291471,2014,38284921.79
"1595",291676,2014,11092483.6
"1596",292311,2014,25232094.62
"1597",292427,2014,6414122.51000011
"1598",293199,2014,11586442.97
"1599",293881,2014,-20120970.9099998
"1600",294136,2014,-60268670.57
"1601",294900,2014,11481897.5
"1602",295671,2014,-73842006.89
"1603",295841,2014,27397961.71
"1604",295892,2014,-30252438.4
"1605",296139,2014,44009982.6199999
"1606",296317,2014,17359151.65
"1607",296643,2014,-15095689.97
"1608",296651,2014,-12458010.85
"1609",296759,2014,13705522.88
"1610",297313,2014,-104355785.94
"1611",297437,2014,8028462.02999997
"1612",297488,2014,24696677.6900005
"1613",297534,2014,141389177.66
"1614",297569,2014,-72812947.8200002
"1615",297577,2014,9121000.07999992
"1616",297755,2014,12889119.97
"1617",297852,2014,-7504794.13999999
"1618",298077,2014,1591336.99000001
"1619",298212,2014,-2351667.20000005
"1620",298221,2014,-31513619.3
"1621",299138,2014,25632328.77
"1622",299308,2014,-138653148.64
"1623",299529,2014,52685447.8699999
"1624",299634,2014,20940650.32
"1625",300063,2014,31166425.0600001
"1626",300292,2014,1033173.42
"1627",300535,2014,128909165.2
"1628",300870,2014,9498479.25
"1629",301311,2014,-8038864.09000015
"1630",301493,2014,9140188.51000005
"1631",301825,2014,106150463.65
"1632",302724,2014,32371250.53
"1633",303038,2014,20548867.52
"1634",303461,2014,12754745.73
"1635",303640,2014,44996589.36
"1636",304271,2014,23571156.08
"1637",304387,2014,-29087723.5500001
"1638",304450,2014,2043203.21000004
"1639",845451,2014,-6535706.29999924
"1640",44992785,2014,878837807.160004
"1641",75370,2015,-188881425.860001
"1642",81531,2015,-65148711.8800001
"1643",231401,2015,7548916.79999995
"1644",232947,2015,-15777251.5
"1645",232963,2015,19247306.37
"1646",233129,2015,-38029881.1999998
"1647",233242,2015,3751135.47999996
"1648",234516,2015,163186001.16
"1649",234877,2015,11929661.71
"1650",235334,2015,-2265560.28
"1651",235440,2015,70978609.3699999
"1652",236021,2015,9380654.58999997
"1653",236195,2015,50973592.1400001
"1654",236977,2015,-16322002.72
"1655",237051,2015,8935686.63
"1656",237108,2015,20483126.1
"1657",238295,2015,4827848.33999991
"1658",238309,2015,18638537.66
"1659",239402,2015,13401169.38
"1660",239500,2015,2291431.88999999
"1661",239640,2015,-17573004.03
"1662",240079,2015,43911680.0400001
"1663",240702,2015,31927716.9400001
"1664",241121,2015,36258492.49
"1665",242098,2015,12939938.52
"1666",243132,2015,47577800.9400001
"1667",243272,2015,-32755188.63
"1668",244309,2015,20772904.5
"1669",244732,2015,289448126.129999
"1670",245551,2015,14560326.96
"1671",245585,2015,47590141.9799999
"1672",245836,2015,-37134074.76
"1673",245941,2015,-26312007.75
"1674",246476,2015,-9600282.56
"1675",246875,2015,-39959683.46
"1676",247618,2015,4674445.46999991
"1677",248266,2015,6689474.61000001
"1678",248789,2015,-16897646.8200001
"1679",248801,2015,33746791.1899999
"1680",249831,2015,17562858.59
"1681",249998,2015,64285673.1199999
"1682",250627,2015,-24939263.88
"1683",250805,2015,20796658.17
"1684",250996,2015,10678202.41
"1685",251810,2015,64371156.51
"1686",251984,2015,-9120698.07999998
"1687",252921,2015,6856500.52999997
"1688",253014,2015,60170384.6700001
"1689",253316,2015,62020895.5899999
"1690",253383,2015,-16309557.93
"1691",253901,2015,-14256488.59
"1692",253979,2015,39860108.6600001
"1693",254061,2015,-9116970.81000006
"1694",254657,2015,-79728308.5299997
"1695",254843,2015,74373369.5599999
"1696",255513,2015,28633128.88
"1697",255661,2015,25635961.1599998
"1698",256129,2015,39170710.45
"1699",256455,2015,15972568.25
"1700",256986,2015,-4402438.73000002
"1701",257125,2015,25198531.85
"1702",257265,2015,-18171232.3
"1703",257966,2015,798421
"1704",258199,2015,35652674.28
"1705",259047,2015,42657991.6800001
"1706",259438,2015,-14539745.66
"1707",259586,2015,18842729.0200002
"1708",260177,2015,14005654.33
"1709",260231,2015,18466977.84
"1710",260428,2015,113748652.81
"1711",260771,2015,-1988722.70999998
"1712",261238,2015,40259687.76
"1713",261602,2015,12265958.73
"1714",261718,2015,32005789.8
"1715",261891,2015,43829030.6100001
"1716",261912,2015,5696442.87000012
"1717",262340,2015,-41545713.3400002
"1718",262587,2015,12779639.19
"1719",262633,2015,23893494.63
"1720",262781,2015,15559690.5
"1721",262978,2015,249413896.73
"1722",263958,2015,14584907.0799999
"1723",263991,2015,24470469.7399999
"1724",264334,2015,9735126.97000003
"1725",265209,2015,20198545.5600001
"1726",265365,2015,13347172.27
"1727",265781,2015,21632129.9399998
